source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[carrier channel]	comment[reference channel]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]
Chip3_F25_TMT127N_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	NT=adult;AC=EFO:0001272	58Y	male	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT127N_light	1	155	run 814	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT127N;AC=PRIDE:0000519	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=A549;AC=EFO:0001086
Chip3_F25_TMT127N_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT127N_heavy	1	407	run 815	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT127N;AC=PRIDE:0000519	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip3_F25_TMT128N_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	NT=adult;AC=EFO:0001272	58Y	male	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT128N_light	1	156	run 816	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128N;AC=PRIDE:0000522	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=A549;AC=EFO:0001086
Chip3_F25_TMT128N_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	NT=adult;AC=EFO:0001272	58Y	male	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT128N_heavy	1	157	run 817	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128N;AC=PRIDE:0000522	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=A549;AC=EFO:0001086
Chip3_F25_TMT128C_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT128C_light	1	408	run 818	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128C;AC=PRIDE:0000521	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip3_F25_TMT128C_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT128C_heavy	1	409	run 819	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT128C;AC=PRIDE:0000521	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip3_F25_TMT129N_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	NT=adult;AC=EFO:0001272	58Y	male	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT129N_light	1	158	run 820	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT129N;AC=PRIDE:0000525	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=A549;AC=EFO:0001086
Chip3_F25_TMT129N_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT129N_heavy	1	410	run 821	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT129N;AC=PRIDE:0000525	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip3_F25_TMT129C_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT129C_light	1	411	run 822	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT129C;AC=PRIDE:0000524	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip3_F25_TMT129C_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	NT=adult;AC=EFO:0001272	58Y	male	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT129C_heavy	1	159	run 823	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT129C;AC=PRIDE:0000524	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=A549;AC=EFO:0001086
Chip3_F25_TMT130N_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	NT=adult;AC=EFO:0001272	58Y	male	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT130N_light	1	160	run 824	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT130N;AC=PRIDE:0000528	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=A549;AC=EFO:0001086
Chip3_F25_TMT130N_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT130N_heavy	1	412	run 825	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT130N;AC=PRIDE:0000528	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip3_F25_TMT130C_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	NT=adult;AC=EFO:0001272	58Y	male	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT130C_heavy	1	161	run 826	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT130C;AC=PRIDE:0000527	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=A549;AC=EFO:0001086
Chip3_F25_TMT131N_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	NT=adult;AC=EFO:0001272	58Y	male	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT131N_light	1	162	run 827	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT131N;AC=PRIDE:0000580	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=A549;AC=EFO:0001086
Chip3_F25_TMT131C_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	NT=adult;AC=EFO:0001272	30Y6M	female	NT=African American;AC=HANCESTRO:0568	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT131C_light	1	413	run 828	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT131C;AC=PRIDE:0000581	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=HeLa;AC=EFO:0001185
Chip3_F25_TMT131C_heavy	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	NT=adult;AC=EFO:0001272	58Y	male	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT131C_heavy	1	163	run 829	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT131C;AC=PRIDE:0000581	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Fixed	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=A549;AC=EFO:0001086
Chip3_F25_TMT132N_light	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A-549	NT=adult;AC=EFO:0001272	58Y	male	not available	not applicable	not available	not available	-80 °C	NT=single cell;AC=PRIDE:0000897	cellenONE	Chip3_F25_TMT132N_light	1	164	run 830	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=TMT132N;AC=PRIDE:0000582	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not applicable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-dependent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	35% NCE	10 ppm	0.6 Da	TCEP	2-chloroacetamide	not applicable	TMT134N	Chip3	1	1	Chip3_A549HeLa_F25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=A549;AC=EFO:0001086
